outlet_name_mbfc,url_mbfc,bias_mbfc,factual_reporting_mbfc,country_mbfc,credibility_mbfc,url_cleaned
KUGN - 590 AM - Eugene,https://mediabiasfactcheck.com/kugn-590-am-eugene-bias-and-credibility,Right,Mixed,US,Medium,kugn.com
Fairport Educational Alliance,https://mediabiasfactcheck.com/fairport-educational-alliance-bias,Questionable,Mixed,US,Low,fairporteducationalalliance.org
High Country Times,https://mediabiasfactcheck.com/high-country-times-bias,Questionable,Mixed,US,Low,highcountrytimes.com
KSJD - NPR - Cortez,https://mediabiasfactcheck.com/ksjd-npr-cortez-bias,Center-Left,High,US,High,ksjd.org
No Left Turn in Education,https://mediabiasfactcheck.com/no-left-turn-in-education-bias,Questionable,Mixed,US,Low,noleftturn.us
Columbia Basin Herald,https://mediabiasfactcheck.com/columbia-basin-herald-bias,Center,High,US,High,columbiabasinherald.com
STAR Protocols Journal,https://mediabiasfactcheck.com/star-protocols-journal-bias,Pro-Science,High,US,High,cell.com/star-protocols
WFNC - 640 AM - Fayetteville,https://mediabiasfactcheck.com/wfnc-640-am-fayetteville-bias,Right,Mixed,US,Medium,wfnc640am.com
IBX News,https://mediabiasfactcheck.com/ibx-news-bias,Questionable,Mixed,US,Low,ibxnews.com
Pioneer Valley Advocate,https://mediabiasfactcheck.com/pioneer-valley-advocate-bias,Center-Left,High,US,High,valleyadvocate.com
WJMN - Escanaba News,https://mediabiasfactcheck.com/wjmn-escanaba-news-bias,Center,High,US,High,upmatters.com
Thomasville Times,https://mediabiasfactcheck.com/thomasville-times-bias,Center-Right,High,US,High,hpenews.com/thomasville_times
KBUT - NPR - Crested Butte,https://mediabiasfactcheck.com/kbut-npr-crested-butte-bias,Center-Left,High,US,High,kbut.org
Bozeman Chronicle-Express,https://mediabiasfactcheck.com/bozeman-chronicle-express-bias,Center-Left,High,US,High,chronicle-express.com
Johnston Reporter,https://mediabiasfactcheck.com/johnston-reporter-bias,Questionable,Mixed,US,Low,johnstonreporter.com
Vaccine Safety Research Foundation,https://mediabiasfactcheck.com/vaccine-safety-research-foundation-bias,Conspiracy-Pseudoscience,Low,US,Low,vacsafety.org
Port Clinton News-Herald,https://mediabiasfactcheck.com/port-clinton-news-herald-bias,Center-Left,High,US,High,portclintonnewsherald.com
Parents Defending Education,https://mediabiasfactcheck.com/parents-defending-education-bias,Right,Mixed,US,Medium,defendinged.org
Fight the New Drug,https://mediabiasfactcheck.com/fight-the-new-drug-bias,Right,Mixed,US,Medium,fightthenewdrug.org
Nantahala News,https://mediabiasfactcheck.com/nantahala-news-bias,Questionable,Mixed,US,Low,nantahalanews.com
Kingston This Week,https://mediabiasfactcheck.com/kingston-this-week-bias,Center-Right,High,US,High,kingstonthisweek.com
Frontpage Newspaper,https://mediabiasfactcheck.com/front-page-news-paper-bias,Questionable,Mixed,US,Low,frontpagenewspaper.com
Miami Independent,https://mediabiasfactcheck.com/miami-independent-bias,Questionable,Low,US,Low,miamiindependent.com
Franciscan Media,https://mediabiasfactcheck.com/franciscan-media-bias,Center-Left,Mostly Factual,US,High,franciscanmedia.org
Aluminum.News,https://mediabiasfactcheck.com/aluminum-news-bias,Conspiracy-Pseudoscience,Very Low,US,Low,aluminum.news
WorkScoop,https://mediabiasfactcheck.com/workscoop-bias,Center,High,US,High,workscoop.com
FoodDive,https://mediabiasfactcheck.com/fooddive-bias,Center,High,US,High,fooddive.com
Joplin Globe,https://mediabiasfactcheck.com/joplin-globe-bias,Center-Left,High,US,High,joplinglobe.com
WFTW - 1260 AM - Fort Walton Beach,https://mediabiasfactcheck.com/wftw-1260-am-fort-walton-beach-bias,Right,Mixed,US,Medium,wftw.com
NC North Carolina News,https://mediabiasfactcheck.com/nc-north-carolina-news-bias,Questionable,Mixed,US,Low,ncncnews.com
KUNC - NPR - Greeley,https://mediabiasfactcheck.com/kunc-npr-greeley-bias,Center-Left,High,US,High,kunc.org
AgricultureDive,https://mediabiasfactcheck.com/agriculturedive-bias,Center,High,US,High,agriculturedive.com
Structure Journal,https://mediabiasfactcheck.com/structure-journal-bias-and-credibility,Pro-Science,High,US,High,cell.com/structure
Amherst Bulletin,https://mediabiasfactcheck.com/amherst-bulletin-bias,Center-Left,High,US,High,amherstbulletin.com
KMJNow - Fresno,https://mediabiasfactcheck.com/kmjnow-fresno-bias,Right,Mixed,US,Medium,kmjnow.com
NE Piedmont News,https://mediabiasfactcheck.com/ne-piedmont-news-bias,Questionable,Mixed,US,Low,nepiedmontnews.com
KSAN - San Angelo News,https://mediabiasfactcheck.com/ksan-san-angelo-news-bias,Center,High,US,High,conchovalleyhomepage.com
Macon County Times,https://mediabiasfactcheck.com/macon-county-times-bias,Center-Right,High,US,High,lebanondemocrat.com/maconcounty
KSUT - NPR - Ignacio,https://mediabiasfactcheck.com/ksut-npr-ignacio-bias,Center-Left,High,US,High,ksut.org
Belgrade News,https://mediabiasfactcheck.com/belgrade-news-bias,Center-Left,High,US,High,belgrade-news.com
U.S. Right to Know,https://mediabiasfactcheck.com/u-s-right-to-know-bias,Conspiracy-Pseudoscience,Mixed,US,Low,usrtk.org
NC Business Daily,https://mediabiasfactcheck.com/nc-business-daily-bias,Questionable,Mixed,US,Low,businessdailynetwork.com/states/nc
Lancaster Eagle-Gazette,https://mediabiasfactcheck.com/lancaster-eagle-gazette-bias,Center-Left,High,US,High,lancastereaglegazette.com
KMIR - NBC - Palm Springs,https://mediabiasfactcheck.com/kmir-nbc-palm-springs-bias,Center-Left,High,US,High,nbcpalmsprings.com
WDJT - CBS - Milwaukee,https://mediabiasfactcheck.com/wdjt-cbs-milwaukee-bias,Center-Left,High,US,High,cbs58.com
North Charlotte Today,https://mediabiasfactcheck.com/north-charlotte-today-bias,Questionable,Mixed,US,Low,northcharlottetoday.com
Armed Forces Press,https://mediabiasfactcheck.com/armed-forces-press-bias,Questionable,Low,US,Low,armedforces.press
Antioxidants.news,https://mediabiasfactcheck.com/antioxidants-news-bias,Conspiracy-Pseudoscience,Very Low,US,Low,antioxidants.news
U.S. Pharmacist,https://mediabiasfactcheck.com/u-s-pharmacist-bias,Pro-Science,High,US,High,uspharmacist.com
Meadville Tribune,https://mediabiasfactcheck.com/meadville-tribune-bias,Center-Left,High,US,High,meadvilletribune.com
WVNN - 92.5 FM - Huntsville,https://mediabiasfactcheck.com/wvnn-92-5-fm-huntsville-bias,Right,Mixed,US,Medium,wvnn.com
Final Call,https://mediabiasfactcheck.com/the-final-call-bias,Conspiracy-Pseudoscience,Mixed,US,Low,new.finalcall.com
Frontiers in Conservation Science,https://mediabiasfactcheck.com/frontiers-in-conservation-science-bias,Pro-Science,Mostly Factual,US,High,frontiersin.org/journals/conservation-science
North Guilford News,https://mediabiasfactcheck.com/north-guilford-news-bias,Questionable,Mixed,US,Low,northguilfordnews.com
KVNF - NPR - Paonia,https://mediabiasfactcheck.com/kvnf-npr-paonia-bias,Center-Left,High,US,High,kvnf.org
Filter Magazine,https://mediabiasfactcheck.com/filter-bias,Center-Left,Mostly Factual,US,Medium,filtermag.org
AutomotiveDive,https://mediabiasfactcheck.com/automotivedive-bias,Center,High,US,High,automotivedive.com
Trends in Biochemical Sciences,https://mediabiasfactcheck.com/trends-in-biochemical-sciences-bias,Pro-Science,High,US,High,cell.com/trends/biochemical-sciences
Athol Daily News,https://mediabiasfactcheck.com/athol-daily-news-bias,Center-Left,High,US,High,atholdailynews.com
KCMO - 95.7 FM - Kansas City,https://mediabiasfactcheck.com/kcmo-95-7-fm-kansas-city-bias-and-credibility,Right,Mixed,US,Medium,kcmotalkradio.com
North Iredell News,https://mediabiasfactcheck.com/north-iredell-news-bias,Questionable,Mixed,US,Low,northiredellnews.com
KLST - San Angelo News,https://mediabiasfactcheck.com/klst-san-angelo-news-bias,Center,High,US,High,conchovalleyhomepage.com
Center for Union Facts,https://mediabiasfactcheck.com/union-facts-bias,Right,Mixed,US,Medium,unionfacts.com
United Voice,https://mediabiasfactcheck.com/united-voice-bias,Questionable,Mixed,US,Low,unitedvoice.com
Portland Leader,https://mediabiasfactcheck.com/portland-leader-bias,Center-Right,High,US,High,lebanondemocrat.com/portland
WSHU - NPR - Fairfield,https://mediabiasfactcheck.com/wshu-npr-fairfield-bias,Center-Left,High,US,High,wshu.org
Ashe Post & Times,https://mediabiasfactcheck.com/ashe-post-times-bias,Center-Left,High,US,High,ashepostandtimes.com
North Mecklenburg News,https://mediabiasfactcheck.com/north-mecklenburg-news-bias,Questionable,Mixed,US,Low,northmecklenburgnews.com
LaborPains,https://mediabiasfactcheck.com/laborpain-bias,Right,Mixed,US,Medium,laborpains.org
Chillicothe Gazette,https://mediabiasfactcheck.com/chillicothe-gazette,Center-Left,High,US,High,chillicothegazette.com
Turley Talks,https://mediabiasfactcheck.com/turley-talks-bias,Questionable,Low,US,Low,turleytalks.com
Canary Mission,https://mediabiasfactcheck.com/canary-mission-bias,Questionable,Mixed,US,Low,canarymission.org
Quds News Network,https://mediabiasfactcheck.com/quds-news-network-bias-and-credibility,Questionable,Low,US,Low,qudsnen.co
WBND - South Bend News,https://mediabiasfactcheck.com/wbnd-south-bend-news-bias,Center-Left,High,US,High,abc57.com
North Raleigh Today,https://mediabiasfactcheck.com/north-raleigh-today-bias,Questionable,Low,US,Low,northraleightoday.com
American Crime Journal,https://mediabiasfactcheck.com/american-crime-journal-acj-bias,Center-Left,Mostly Factual,US,Medium,americancrimejournal.com
Tsionizm,https://mediabiasfactcheck.com/tsionizm-bias,Questionable,Low,US,Low,tsionizm.com
Awakening.News,https://mediabiasfactcheck.com/awakening-news-bias,Conspiracy-Pseudoscience,Very Low,US,Low,awakening.news
Tamaulipas Post,https://mediabiasfactcheck.com/tamaulipas-post-bias,Questionable,Mixed,US,Low,tamaulipaspost.com
Meridian Star,https://mediabiasfactcheck.com/meridian-star-bias,Center-Left,High,US,High,meridianstar.com
WOKI - 98.7 FM - Knoxville,https://mediabiasfactcheck.com/woki-98-7-fm-knoxville,Right,Mixed,US,Medium,newstalk987.com
North Triangle News,https://mediabiasfactcheck.com/north-triangle-news-bias,Questionable,Mixed,US,Low,northtrianglenews.com
WNPR - Connecticut Public Radio - Hartford,https://mediabiasfactcheck.com/wnpr-connecticut-public-radio-hartford-bias,Center-Left,High,US,High,ctpublic.org
Boundless,https://mediabiasfactcheck.com/boundless-bias,Center-Left,High,US,High,boundless.com
BankingDive,https://mediabiasfactcheck.com/bankingdive-bias,Center,High,US,High,bankingdive.com
Trends in Biotechnology,https://mediabiasfactcheck.com/trends-in-biotechnology-bias,Pro-Science,High,US,High,cell.com/trends/biotechnology
Monadnock Ledger-Transcript,https://mediabiasfactcheck.com/monadnock-ledger-transcript-bias,Center-Left,High,US,High,home.ledgertranscript.com
KAOK - 1400 AM - Lake Charles,https://mediabiasfactcheck.com/kaok-1400-am-lake-charles-bias,Right,Mixed,US,Medium,kaok.com
North Wake News,https://mediabiasfactcheck.com/north-wake-news-bias,Questionable,Mixed,US,Low,northwakenews.com
Journal of the American Medical Association,https://mediabiasfactcheck.com/journal-of-the-american-medical-association-jama-bias,Pro-Science,Very High,US,High,jamanetwork.com/journals/jama
Alliance for Human Research Protection,https://mediabiasfactcheck.com/alliance-for-human-research-protection-ahrp-bias,Conspiracy-Pseudoscience,Low,US,Low,ahrp.org
Lebanon Enterprise,https://mediabiasfactcheck.com/lebanon-enterprise-bias,Center-Right,High,US,High,pmg-ky2.com/lebanon
Democracy Docket,https://mediabiasfactcheck.com/democracy-docket-bias,Left,High,US,High,democracydocket.com
WDDE - NPR - Dover,https://mediabiasfactcheck.com/wdde-npr-dover-bias,Center-Left,High,US,High,delawarepublic.org
Upward News,https://mediabiasfactcheck.com/upward-news-bias,Center-Right,High,US,High,upward.news
Avery Journal Times,https://mediabiasfactcheck.com/avery-journal-times-bias,Center-Left,High,US,High,averyjournal.com
Wellness Company,https://mediabiasfactcheck.com/the-wellness-company-bias,Conspiracy-Pseudoscience,Low,US,Low,twc.health
Old North News,https://mediabiasfactcheck.com/old-north-news-bias,Questionable,Mixed,US,Low,oldnorthnews.com
Newark Advocate,https://mediabiasfactcheck.com/newark-advocate-bias,Center-Left,High,US,High,newarkadvocate.com
Truth for Health Foundation,https://mediabiasfactcheck.com/truth-for-health-foundation-bias,Conspiracy-Pseudoscience,Very Low,US,Low,truthforhealth.org
E! News,https://mediabiasfactcheck.com/e-news-bias,Center,Mostly Factual,US,High,eonline.com
Onslow News,https://mediabiasfactcheck.com/onslow-news-bias,Questionable,Mixed,US,Low,onslownews.com
Tsarizm,https://mediabiasfactcheck.com/tsarizm-bias,Questionable,Low,US,Low,tsarizm.com
Gephardt Daily,https://mediabiasfactcheck.com/gephardt-daily-news-bias,Center,High,US,High,gephardtdaily.com
Banned.News,https://mediabiasfactcheck.com/banned-news-bias,Conspiracy-Pseudoscience,Very Low,US,Low,banned.news
Gingrich 360,https://mediabiasfactcheck.com/gingrich-360-bias,Questionable,Low,US,Low,gingrich360.com
Jewish Press of Tampa,https://mediabiasfactcheck.com/jewish-press-of-tampa-bias,Center-Left,High,US,High,jewishpresstampa.com
Moore American,https://mediabiasfactcheck.com/moore-american-bias,Center-Left,High,US,High,mooreamerican.com
WVLK - 590 AM - Lexington,https://mediabiasfactcheck.com/wvlk-590-am-lexington-bias,Right,Mixed,US,Medium,wvlkam.com
Frontiers in Dementia,https://mediabiasfactcheck.com/frontiers-in-dementia-bias,Pro-Science,Mostly Factual,US,High,frontiersin.org/journals/dementia
Fleming-Method,https://mediabiasfactcheck.com/fleming-method-bias,Conspiracy-Pseudoscience,Very Low,US,Low,flemingmethod.com
US Global Change Research Program (USGCRP,https://mediabiasfactcheck.com/us-global-change-research-program-usgcrp-bias,Pro-Science,Very High,US,High,globalchange.gov
Outer Banks Times,https://mediabiasfactcheck.com/outer-banks-times-bias,Questionable,Mixed,US,Low,outerbankstimes.com
Granite Grok,https://mediabiasfactcheck.com/granite-grok-bias,Questionable,Low,US,Low,granitegrok.com
WGCU - NPR - Fort Myers,https://mediabiasfactcheck.com/wgcu-npr-fort-myers-bias,Center-Left,High,US,High,wgcu.org
BioPharmaDive,https://mediabiasfactcheck.com/biopharmadive-bias,Center,High,US,High,biopharmadive.com
Giza Death Star,https://mediabiasfactcheck.com/giza-death-star-bias,Conspiracy-Pseudoscience,Very Low,US,Low,gizadeathstar.com
Trends in Cancer,https://mediabiasfactcheck.com/trends-in-cancer-bias,Pro-Science,High,US,High,cell.com/trends/cancer
Greatist,https://mediabiasfactcheck.com/greatist-bias,Pro-Science,Mostly Factual,US,High,greatist.com
Greenfield Recorder,https://mediabiasfactcheck.com/greenfield-recorder-bias,Center-Left,High,US,High,recorder.com
Flat Earth Society,https://mediabiasfactcheck.com/flat-earth-society-bias,Conspiracy-Pseudoscience,Very Low,US,Low,tfes.org
KARN - 102.9 FM - Little Rock,https://mediabiasfactcheck.com/karn-102-9-fm-little-rock-bias,Right,Mixed,US,Medium,newsradio1029.com
National Democratic Training Committee,https://mediabiasfactcheck.com/national-democratic-training-committee-ndtc-bias-and-credibility,Left,High,US,High,traindemocrats.org
Pinehurst Today,https://mediabiasfactcheck.com/pinehurst-today-bias,Questionable,Mixed,US,Low,pinehursttoday.com
JAMA Cardiology,https://mediabiasfactcheck.com/jama-cardiology-bias,Pro-Science,Very High,US,High,jamanetwork.com/journals/jamacardiology
Trading Economics,https://mediabiasfactcheck.com/trading-economics-bias,Center,High,US,High,tradingeconomics.com
Sonora Post,https://mediabiasfactcheck.com/sonora-post-bias,Questionable,Mixed,US,Low,thesonorapost.com
Geopolitical Economy Report,https://mediabiasfactcheck.com/geopolitical-economy-report-bias,Conspiracy-Pseudoscience,Mixed,US,Low,geopoliticaleconomy.com
Madison Courier,https://mediabiasfactcheck.com/madison-courier-bias,Center-Right,High,US,High,madisoncourier.com
WQCS - NPR - Fort Pierce,https://mediabiasfactcheck.com/wqcs-npr-fort-pierce-bias,Center-Left,High,US,High,wqcs.org
Town & Country Magazine,https://mediabiasfactcheck.com/town-country-magazine-bias,Center-Left,Mostly Factual,US,High,townandcountrymag.com
Blowing Rocket,https://mediabiasfactcheck.com/blowing-rocket-bias,Center-Left,High,US,High,wataugademocrat.com/blowingrocket
CounterVortex,https://mediabiasfactcheck.com/countervortex-bias-and-credibility,Left,Mixed,US,Medium,countervortex.org
Randolph County News,https://mediabiasfactcheck.com/randolph-county-news-bias,Questionable,Mixed,US,Low,randolphcountynews.com
Mansfield News-Journal,https://mediabiasfactcheck.com/mansfield-news-journal-bias,Center-Left,High,US,High,mansfieldnewsjournal.com
Rocky Mount Today,https://mediabiasfactcheck.com/rocky-mount-today-bias,Questionable,Mixed,US,Low,rockymounttoday.com
Biased.News,https://mediabiasfactcheck.com/biased-news-bias,Conspiracy-Pseudoscience,Very Low,US,Low,biased.news
Morehead News,https://mediabiasfactcheck.com/morehead-news-bias,Center-Left,High,US,High,dailyindependent.com/morehead
KABC - 790 AM - Los Angeles,https://mediabiasfactcheck.com/kabc-790-am-los-angeles-bias,Right,Mixed,US,Medium,kabc.com
Frontiers in Dental Health,https://mediabiasfactcheck.com/frontiers-in-dental-medicine-bias-and-credibility,Pro-Science,Mostly Factual,US,High,frontiersin.org/journals/dental-medicine
Rowan News,https://mediabiasfactcheck.com/rowan-news-bias,Questionable,Mixed,US,Low,rowannews.com
C-StoreDive,https://mediabiasfactcheck.com/c-storedive-bias,Center,High,US,High,cstoredive.com
WUFT - NPR - Gainesville,https://mediabiasfactcheck.com/wuft-npr-gainesville-bias,Center-Left,High,US,High,wuft.org
Trends in Cell Biology,https://mediabiasfactcheck.com/trends-in-cell-biology-bias,Pro-Science,High,US,High,cell.com/trends/cell-biology
Lebanon Valley News,https://mediabiasfactcheck.com/lebanon-valley-news-bias,Center-Left,High,US,High,vnews.com
WMAC - 940 AM - Macon,https://mediabiasfactcheck.com/wmac-940-am-macon-bias,Right,Mixed,US,Medium,wmac-am.com
SE North Carolina News,https://mediabiasfactcheck.com/se-north-carolina-news-bias,Questionable,Mixed,US,Low,senorthcarolinanews.com
JAMA Dermatology,https://mediabiasfactcheck.com/jama-dermatology-bias,Pro-Science,Very High,US,High,jamanetwork.com/journals/jamadermatology
Corydon Democrat,https://mediabiasfactcheck.com/corydon-democrat-bias,Center-Right,High,US,High,madisoncourier.com/corydon_democrat
WJCT - NPR - Jacksonville,https://mediabiasfactcheck.com/wjct-npr-jacksonville-bias,Center-Left,High,US,High,news.wjcy.org
Elizabeth City Daily Advance,https://mediabiasfactcheck.com/elizabeth-city-daily-advance-bias,Center-Left,High,US,High,dailyadvance.com
Breakthrough News,https://mediabiasfactcheck.com/breakthrough-news-bias,Left,Mixed,US,Medium,breakthroughnews.org
South Asheville News,https://mediabiasfactcheck.com/south-asheville-news-bias,Questionable,Mixed,US,Low,southashevillenews.com
Zanesville Times-Recorder,https://mediabiasfactcheck.com/zanesville-times-recorder-bias,Center-Left,High,US,High,zanesvilletimesrecorder.com
Three Percent Nation,https://mediabiasfactcheck.com/three-percent-nation-bias,Questionable,Low,US,Low,threepercentnation.com
Green America,https://mediabiasfactcheck.com/green-america-bias,Center-Left,High,US,High,greenamerica.org
South Charlotte Today,https://mediabiasfactcheck.com/south-charlotte-today-bias,Questionable,Mixed,US,Low,southcharlottetoday.com
Bioterrorism.News,https://mediabiasfactcheck.com/bioterrorism-news-bias,Conspiracy-Pseudoscience,Very Low,US,Low,bioterrorism.news
Muskogee Phoenix,https://mediabiasfactcheck.com/muskogee-phoenix-bias,Center-Left,High,US,High,muskogeephoenix.com
Grit Daily News,https://mediabiasfactcheck.com/grit-daily-news-bias,Center-Left,Mostly Factual,US,High,gritdaily.com
KVAL - Eugene News,https://mediabiasfactcheck.com/kval-eugene-news-bias,Center-Right,High,US,High,kval.com
WKIM - 98.9 FM - Memphis,https://mediabiasfactcheck.com/wkim-98-9-fm-memphis-bias,Right,Mixed,US,Medium,newstalk989.com
South Guilford News,https://mediabiasfactcheck.com/south-guilford-news-bias,Questionable,Mixed,US,Low,southguilfordnews.com
Ground Zero Media,https://mediabiasfactcheck.com/ground-zero-media-bias-and-credibility,Conspiracy-Pseudoscience,Very Low,US,Low,groundzeromedia.org
CFO Dive,https://mediabiasfactcheck.com/cfo-dive-bias,Center,High,US,High,cfo.com
WFIT - NPR - Melbourne,https://mediabiasfactcheck.com/wfit-npr-melbourne-bias,Center-Left,High,US,High,wfit.org
Green Matters,https://mediabiasfactcheck.com/green-matters-bias,Center-Left,Mixed,US,Medium,greenmatters.com
Trends in Chemistry,https://mediabiasfactcheck.com/trends-in-chemistry-bias,Pro-Science,High,US,High,cell.com/trends/chemistry
WXQW - 660 AM - Mobile,https://mediabiasfactcheck.com/wxqw-660-am-mobile-bias,Right,Mixed,US,Medium,660wxqw.com
South Mecklenburg News,https://mediabiasfactcheck.com/south-mecklenburg-news-bias,Questionable,Mixed,US,Low,southmecklenburgnews.com
Yeshiva World News,https://mediabiasfactcheck.com/yeshiva-world-bias,Center-Right,Mostly Factual,US,High,theyeshivaworld.com
JAMA Health Forum,https://mediabiasfactcheck.com/jama-health-forum-bias,Pro-Science,Very High,US,High,jamanetwork.com/journals/jama-health-forum
Voice,https://mediabiasfactcheck.com/the-voice-bias,Center,High,US,High,thevoice.us
Veracruz Daily Post,https://mediabiasfactcheck.com/veracruz-daily-post-bias,Questionable,Mixed,US,Low,veracruzdailypost.com
Thinking Conservative,https://mediabiasfactcheck.com/thinking-conservative-bias,Questionable,Low,US,Low,thethinkingconservative.com
Gays Against Groomers,https://mediabiasfactcheck.com/gays-against-groomers-bias,Questionable,Low,US,Low,gaysagainstgroomers.com
Clarion News,https://mediabiasfactcheck.com/clarion-news-bias,Right,High,US,High,theclarionnews.com
X Strategies,https://mediabiasfactcheck.com/x-strategies-bias,Questionable,Low,US,Low,xstrategies.com
WLRN - NPR - Miami,https://mediabiasfactcheck.com/wlrn-npr-miami-bias,Center-Left,High,US,High,wlrn.org
Greenville Reflector,https://mediabiasfactcheck.com/greenville-reflector-bias,Center-Left,High,US,High,reflector.com
South North Carolina News,https://mediabiasfactcheck.com/south-north-carolina-news-bias,Questionable,Mixed,US,Low,southncnews.com
Free Press,https://mediabiasfactcheck.com/the-free-press-bias,Center-Right,High,US,High,thefp.com
Coshocton Tribune,https://mediabiasfactcheck.com/coshocton-tribune-bias,Center-Left,High,US,High,coshoctontribune.com
GZERO Media,https://mediabiasfactcheck.com/gzero-media-bias,Center-Left,High,US,High,gzeromedia.com
South Raleigh News,https://mediabiasfactcheck.com/south-raleigh-news-bias,Questionable,Mixed,US,Low,southraleighnews.com
Breakthrough.news,https://mediabiasfactcheck.com/breakthrough-news-bias-adams,Conspiracy-Pseudoscience,Very Low,US,Low,breakthrough.news
Norman Transcript,https://mediabiasfactcheck.com/norman-transcript-bias,Center-Left,High,US,High,normantranscript.com
Smartech Daily,https://mediabiasfactcheck.com/smartech-daily-bias,Center-Left,Mostly Factual,US,High,smartechdaily.com
New Braunfels Herald-Zeitung,https://mediabiasfactcheck.com/new-braunfels-herald-zeitung-bias,Center-Right,Mostly Factual,US,High,herald-zeitung.com
WLWI - 1440 AM - Montgomery,https://mediabiasfactcheck.com/wlwi-1440-am-montgomery-bias,Right,Mixed,US,Medium,newsradio1440.com
HealthyPlace,https://mediabiasfactcheck.com/healthyplace-bias,Center-Left,High,US,High,healthyplace.com
Frontiers in Developmental Psychology,https://mediabiasfactcheck.com/frontiers-in-developmental-psychology-bias,Pro-Science,Mostly Factual,US,High,frontiersin.org/journals/developmental-psychology
HistoryNet,https://mediabiasfactcheck.com/historynet-bias,Center,Mostly Factual,US,High,historynet.com
South Triangle News,https://mediabiasfactcheck.com/south-triangle-news-bias,Questionable,Mixed,US,Low,southtrianglenews.com
CioDive,https://mediabiasfactcheck.com/ciodive-bias,Center,High,US,High,ciodive.com
WMFE - NPR - Orlando,https://mediabiasfactcheck.com/wmfe-npr-orlando-bias,Center-Left,High,US,High,wmfe.org
Trends in Cognitive Science,https://mediabiasfactcheck.com/trends-in-cognitive-science-bias,Pro-Science,High,US,High,cell.com/trends/cognitive-sciences
WWTN - 99.7 FM - Nashville,https://mediabiasfactcheck.com/wwtn-99-7-fm-nashville-bias,Right,Mixed,US,Medium,997wtn.com
South Winston-Salem News,https://mediabiasfactcheck.com/south-winston-salem-news-bias,Questionable,Mixed,US,Low,southwinstonsalemnews.com
JAMA Internal Medicine,https://mediabiasfactcheck.com/jama-internal-medicine-bias,Pro-Science,Very High,US,High,jamanetwork.com/journals/jamainternalmedicine
South African,https://mediabiasfactcheck.com/the-south-african-bias,Center-Left,High,US,High,thesouthafrican.com
Kentucky Standard,https://mediabiasfactcheck.com/kentucky-standard-bias,Center-Right,High,US,High,pmg-ky2.com/kystandard
Human Life International,https://mediabiasfactcheck.com/human-life-international-bias,Questionable,Low,US,Low,hli.org
WUCF - NPR - Orlando,https://mediabiasfactcheck.com/wucf-npr-orlando-bias,Center-Left,High,US,High,wucf.org
Duplin Times,https://mediabiasfactcheck.com/duplin-times-bias,Center-Left,High,US,High,reflector.com/duplin
American Immigrant Society,https://mediabiasfactcheck.com/the-american-immigrant-society-bias,Center-Left,High,US,High,americanimmigrantsociety.org
NC Union News,https://mediabiasfactcheck.com/nc-union-news-bias,Questionable,Mixed,US,Low,ncunionnews.com
Bartlesville Examiner-Enterprise,https://mediabiasfactcheck.com/bartlesville-examiner-enterprise-bias,Center-Left,High,US,High,examiner-enterprise.com
Alaska Survey Research,https://mediabiasfactcheck.com/alaska-survey-research-bias,Center-Left,Mostly Factual,US,High,alaskasurveyresearch.com
Malaria Journal,https://mediabiasfactcheck.com/malaria-journal-bias,Pro-Science,High,US,High,malariajournal.biomedcentral.com
San Antonio Report,https://mediabiasfactcheck.com/the-san-antonio-report-bias,Center-Left,High,US,High,sanantonioreport.org
West Lake Norman News,https://mediabiasfactcheck.com/west-lake-norman-news-bias,Questionable,Mixed,US,Low,westlakenormannews.com
CaliforniaCollapse.News,https://mediabiasfactcheck.com/californiacollapse-news-bias,Conspiracy-Pseudoscience,Very Low,US,Low,californiacollapse.news
Plattsburgh Press-Republican,https://mediabiasfactcheck.com/plattsburgh-press-republican-bias,Center-Left,High,US,High,pressrepublican.com
Idaho Tribune,https://mediabiasfactcheck.com/idaho-tribune-bias,Questionable,Low,US,Low,idahotribune.com
Meditech Today,https://mediabiasfactcheck.com/meditech-today-bias-and-credibility,Center-Left,High,US,High,meditechtoday.com
Intercessors for America,https://mediabiasfactcheck.com/intercessors-for-america-ifa-bias,Questionable,Low,US,Low,ifapray.org
WXLM - 980 AM - New London,https://mediabiasfactcheck.com/wxlm-980-am-new-london-bias,Right,Mixed,US,Medium,980wxlm.com
Idaho Freedom Foundation,https://mediabiasfactcheck.com/idaho-freedom-foundation-bias,Questionable,Low,US,Low,idahofreedom.org
West Wake News,https://mediabiasfactcheck.com/west-wake-news-bias,Questionable,Mixed,US,Low,westwakenews.com
Institute for Fiscal Studies,https://mediabiasfactcheck.com/institute-for-fiscal-studies-ifs-bias,Center-Right,High,US,High,ifs.org.uk
CX Dive,https://mediabiasfactcheck.com/cxdive-bias,Center,High,US,High,customerexperiencedive.com
Recount,https://mediabiasfactcheck.com/the-recount-bias,Center,High,US,High,therecount.com
WFSU - NPR - Tallahassee,https://mediabiasfactcheck.com/wfsu-npr-tallahassee-bias,Center-Left,High,US,High,wfsu.org
Verity,https://mediabiasfactcheck.com/improve-the-news-bias,Center,High,US,High,improvethenews.org
Kimberley Bulletin,https://mediabiasfactcheck.com/kimberley-bulletin-bias,Center-Left,High,US,High,kimberleybulletin.com
Reference.com,https://mediabiasfactcheck.com/reference-com-bias,Center-Left,High,US,High,reference.com
