outlet_name_allsides,source_type_allsides,bias_allsides,url_allsides,url_cleaned
Forward,News Media,Center-Left,https://www.allsides.com/news-source/forward-media-bias-0,forward.com
Free Lance–Star,News Media,Center,https://www.allsides.com/news-source/free-lance-star-media-bias,fredericksburg.com
Free Press,News Media,Center,https://www.allsides.com/news-source/the-free-press-media-bias,commonsense.news
Freestone County Times,News Media,Center,https://www.allsides.com/news-source/freestone-county-times-media-bias,freestonecountytimesonline.com
Fulcrum,News Media,Center,https://www.allsides.com/news-source/fulcrum-media-bias,thefulcrum.us
Garden Island,News Media,Center,https://www.allsides.com/news-source/garden-island-media-bias,thegardenisland.com
Gateway Pundit,News Media,Right,https://www.allsides.com/news-source/gateway-pundit,thegatewaypundit.com/about
Georgia Star News,News Media,Right,https://www.allsides.com/news-source/georgia-star-news-media-bias,georgiastarnews.com
Georgia Sun,News Media,Center,https://www.allsides.com/news-source/georgia-sun-media-bias,thegeorgiasun.com
Georgia Virtue,News Media,Center,https://www.allsides.com/news-source/georgia-virtue-media-bias,thegeorgiavirtue.com
Gilmer Mirror,News Media,Center,https://www.allsides.com/news-source/gilmer-mirror-media-bias,gilmermirror.com
Globe and Mail,News Media,Center,https://www.allsides.com/news-source/globe-and-mail-media-bias,theglobeandmail.com
Glorious American,Humor & Satire,Right,https://www.allsides.com/news-source/glorious-american-media-bias,thegloriousamerican.com
Grio,News Media,Center-Left,https://www.allsides.com/news-source/grio-media-bias,thegrio.com
Guardian,News Media,Center-Left,https://www.allsides.com/news-source/guardian,theguardian.com
Hankyoreh,News Media,Left,https://www.allsides.com/news-source/hankyoreh-media-bias,hani.co.kr/arti/english_edition/list6.html
Hardwood Institiute,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/hardwood-institiute-media-bias,theharwoodinstitute.org
Herald Banner,News Media,Center,https://www.allsides.com/news-source/herald-banner-media-bias,heraldbanner.com
Herald Bulletin,News Media,Center,https://www.allsides.com/news-source/herald-bulletin-media-bias,heraldbulletin.com
Herald News,News Media,Center,https://www.allsides.com/news-source/herald-news-media-bias,heraldnews.com
Heritage Foundation,Think Tank / Policy Group,Right,https://www.allsides.com/news-source/heritage-foundation,heritage.org
HighWire,News Media,Center-Right,https://www.allsides.com/news-source/highwire-media-bias,thehighwire.com
Hill,News Media,Center,https://www.allsides.com/news-source/hill-media-bias,thehill.com
Hollywood Reporter,News Media,Center-Left,https://www.allsides.com/news-source/hollywood-reporter-media-bias,hollywoodreporter.com
Huntsville Item,News Media,Center,https://www.allsides.com/news-source/huntsville-item-media-bias,itemonline.com
Hutchinson News,News Media,Center,https://www.allsides.com/news-source/hutchinson-news-media-bias,hutchnews.com
Imaginative Conservative,News Media,Right,https://www.allsides.com/news-source/imaginative-conservative-media-bias,theimaginativeconservative.org
Independent,News Media,Center-Left,https://www.allsides.com/news-source/independent-media-bias,independent.co.uk
Indiana Gazette,News Media,Center,https://www.allsides.com/news-source/indiana-gazette-media-bias,indianagazette.com
Intercept,News Media,Left,https://www.allsides.com/news-source/intercept,theintercept.com
Iowa Torch,News Media,Center-Right,https://www.allsides.com/news-source/iowa-torch-media-bias,iowatorch.com
Irish Times,News Media,Center,https://www.allsides.com/news-source/irish-times-media-bias,irishtimes.com
Jackson Sun,News Media,Center,https://www.allsides.com/news-source/jackson-sun-media-bias,jacksonsun.com
Japan Times,News Media,Center,https://www.allsides.com/news-source/japan-times-media-bias,japantimes.co.jp
Jerusalem Post,News Media,Center,https://www.allsides.com/news-source/jerusalem-post-media-bias,jpost.com
Jolt News Organization,News Media,Center,https://www.allsides.com/news-source/jolt-news-organization-media-bias,thejoltnews.com
Joplin Globe,News Media,Center,https://www.allsides.com/news-source/joplin-globe-media-bias,joplinglobe.com
Journal Gazette,News Media,Center,https://www.allsides.com/news-source/journal-gazette-media-bias,journalgazette.net
Journal of the San Juan Islands,News Media,Center,https://www.allsides.com/news-source/journal-san-juan-islands-media-bias,sanjuanjournal.com
Journal Times,News Media,Center,https://www.allsides.com/news-source/journal-times-media-bias,journaltimes.com
Juggernaut,News Media,Left,https://www.allsides.com/news-source/juggernaut-media-bias,thejuggernaut.com
Justice,News Media,Center-Left,https://www.allsides.com/news-source/justice,thejustice.org
Kansas City Beacon,News Media,Center,https://www.allsides.com/news-source/kansas-city-beacon-media-bias,kcbeacon.org
Kansas City Star,News Media,Center,https://www.allsides.com/news-source/kansas-city-star-media-bias,kansascity.com
Kansas City Star,News Media,Center,https://www.allsides.com/news-source/kansas-city-star-media-bias-0,kansascity.com
Kentucky Daily,News Media,Center,https://www.allsides.com/news-source/kentucky-daily-media-bias,thekentuckydaily.com
Keystone,News Media,Center-Left,https://www.allsides.com/news-source/keystone-media-bias,keystonenewsroom.com
Korea Herald,News Media,Center,https://www.allsides.com/news-source/korea-herald,koreaherald.com
Kyiv Independent,News Media,Center,https://www.allsides.com/news-source/kyiv-independent-media-bias,kyivindependent.com
Leaf-Chronicle,News Media,Center,https://www.allsides.com/news-source/leaf-chronicle-media-bias,theleafchronicle.com
Libertarian Republic,News Media,Center-Right,https://www.allsides.com/news-source/libertarian-republic,thelibertarianrepublic.com
Lincoln County News,News Media,Center,https://www.allsides.com/news-source/lincoln-county-news-media-bias,lcnme.com
Lincoln Project,News Media,Center,https://www.allsides.com/news-source/lincoln-project-media-bias,lincolnproject.us
Louisiana Weekly,News Media,Center,https://www.allsides.com/news-source/louisiana-weekly-media-bias,louisianaweekly.com
Lowndes Signal,News Media,Center,https://www.allsides.com/news-source/lowndes-signal-media-bias,lowndessignal.com
Lufkin Daily News,News Media,Center,https://www.allsides.com/news-source/lufkin-daily-news-media-bias,lufkindailynews.com
Maine Monitor,News Media,Center-Left,https://www.allsides.com/news-source/maine-monitor-media-bias,themainemonitor.org
Maine Wire,News Media,Right,https://www.allsides.com/news-source/maine-wire-media-bias,themainewire.com
Maneater,News Media,Center-Left,https://www.allsides.com/news-source/maneater-media-bias,themaneater.com
Manila Times,News Media,Center,https://www.allsides.com/news-source/manila-times-media-bias,manilatimes.net
Marietta Times,News Media,Center,https://www.allsides.com/news-source/marietta-times-media-bias,mariettatimes.com
Markup,News Media,Center,https://www.allsides.com/news-source/markup-media-bias,themarkup.org
Marshall News Messenger,News Media,Center,https://www.allsides.com/news-source/marshall-news-messenger-media-bias,marshallnewsmessenger.com
Marshall Project,News Media,Center,https://www.allsides.com/news-source/marshall-project-media-bias,themarshallproject.org
Martha's Vineyard Times,News Media,Center,https://www.allsides.com/news-source/marthas-vineyard-times-media-bias,mvtimes.com
Maui News,News Media,Center,https://www.allsides.com/news-source/maui-news-media-bias,mauinews.com
McLeod County Chronicle,News Media,Center,https://www.allsides.com/news-source/mcleod-county-chronicle-media-bias,glencoenews.com
Messenger,News Media,Center,https://www.allsides.com/news-source/messenger-media-bias,themessenger.com
Michigan Star,News Media,Right,https://www.allsides.com/news-source/michigan-star-media-bias,themichiganstar.com
Middletown Press,News Media,Center-Left,https://www.allsides.com/news-source/middletown-press-media-bias,middletownpress.com
Minnesota Daily,News Media,Center-Left,https://www.allsides.com/news-source/minnesota-daily-media-bias,mndaily.com
Minority Eye,News Media,Left,https://www.allsides.com/news-source/minority-eye-media-bias,theminorityeye.com
Mirror,News Media,Left,https://www.allsides.com/news-source/mirror-media-bias,mirror.co.uk
Mississippi Link,News Media,Center-Left,https://www.allsides.com/news-source/mississippi-link-media-bias,themississippilink.com
Mon Valley Independent,News Media,Center,https://www.allsides.com/news-source/mon-valley-independent-media-bias,monvalleyindependent.com
Monmouth Journal Eastern,News Media,Center,https://www.allsides.com/news-source/monmouth-journal-eastern-media-bias,themonmouthjournaleastern.com
Montana Standard,News Media,Center,https://www.allsides.com/news-source/montana-standard-media-bias,mtstandard.com
Narratives Project,News Media,Center,https://www.allsides.com/news-source/narratives-project-media-bias,narrativesproject.com
Nation,News Media,Left,https://www.allsides.com/news-source/nation-media-bias,thenation.com
National Pulse,News Media,Right,https://www.allsides.com/news-source/national-pulse-media-bias,thenationalpulse.com
Nevada Globe,News Media,Center-Right,https://www.allsides.com/news-source/nevada-globe-media-bias,thenevadaglobe.com
Nevada Independent,News Media,Center,https://www.allsides.com/news-source/nevada-independent-media-bias,thenevadaindependent.com
Nevada Independent,News Media,Center,https://www.allsides.com/news-source/nevada-independent-media-bias-0,thenevadaindependent.com
New York Sun,News Media,Right,https://www.allsides.com/news-source/new-york-sun-media-bias,nysun.com
New Yorker,News Media,Left,https://www.allsides.com/news-source/new-yorker,newyorker.com
Newport Daily News,News Media,Center,https://www.allsides.com/news-source/newport-daily-news-media-bias,newportri.com
News & Observer,News Media,Center,https://www.allsides.com/news-source/news-and-observer,newsobserver.com
News Journal,News Media,Center,https://www.allsides.com/news-source/news-journal-media-bias,delawareonline.com
News Tribune,News Media,Center,https://www.allsides.com/news-source/news-tribune-media-bias,thenewstribune.com
News-Herald,News Media,Center,https://www.allsides.com/news-source/news-herald-media-bias-0,news-herald.com
Nome Nugget,News Media,Center,https://www.allsides.com/news-source/nome-nugget-media-bias,nomenugget.com
Northern Virginia Daily,News Media,Center,https://www.allsides.com/news-source/northern-virginia-daily-media-bias,nvdaily.com
Oaklandside,News Media,Center,https://www.allsides.com/news-source/oaklandside-media-bias,oaklandside.org
Observer,News Media,Center,https://www.allsides.com/news-source/observer-media-bias,opelikaobserver.com
Observer (New York,News Media,Center,https://www.allsides.com/news-source/observer,observer.com
Oklahoman,News Media,Center,https://www.allsides.com/news-source/oklahoman-media-bias,oklahoman.com
Olympian,News Media,Center,https://www.allsides.com/news-source/olympian-media-bias,theolympian.com
Onion (Humor,News Media,Center-Left,https://www.allsides.com/news-source/onion-media-bias,theonion.com
Oracle,News Media,Center,https://www.allsides.com/news-source/oracle,usforacle.com
Oregonian,News Media,Center,https://www.allsides.com/news-source/oregonian-media-bias,oregonlive.com
Palm Beach Post,News Media,Center,https://www.allsides.com/news-source/palm-beach-post-media-bias,palmbeachpost.com
Pantagraph,News Media,Center,https://www.allsides.com/news-source/pantagraph-media-bias,pantagraph.com
Patriot Ledger,News Media,Center,https://www.allsides.com/news-source/patriot-ledger-media-bias,patriotledger.com
Patriot Post,News Media,Right,https://www.allsides.com/news-source/patriot-post-media-bias,patriotpost.us
Patriot-News,News Media,Center,https://www.allsides.com/news-source/patriot-news-media-bias,pennlive.com
Penobscot Times,News Media,Center,https://www.allsides.com/news-source/penobscot-times-media-bias,thepenobscottimes.com
Perspective,Dialogue & Debate,Center,https://www.allsides.com/news-source/perspective-media-bias,srperspective.com
Philadelphia Inquirer,News Media,Center-Left,https://www.allsides.com/news-source/phillycom,philly.com
Philadelphia Sunday Sun,News Media,Center,https://www.allsides.com/news-source/philadelphia-sunday-sun-media-bias,philasun.com
Philly Tribune,News Media,Left,https://www.allsides.com/news-source/philly-tribune-media-bias,phillytrib.com
Police Tribune,News Media,Center-Right,https://www.allsides.com/news-source/the-police-tribune-media-bias,bluelivesmatter.blue
Portsmouth Herald,News Media,Center,https://www.allsides.com/news-source/portsmouth-herald-media-bias,seacoastonline.com/portsmouth-herald
Post and Courier,News Media,Center-Right,https://www.allsides.com/news-source/post-and-courier-media-bias,postandcourier.com
Post Millennial,News Media,Right,https://www.allsides.com/news-source/post-millennial-media-bias,thepostmillennial.com
Post-Star,News Media,Center,https://www.allsides.com/news-source/post-star-media-bias,poststar.com
Presbyterian Outlook,News Media,Center-Left,https://www.allsides.com/news-source/presbyterian-outlook-media-bias,pres-outlook.org
Prescott Times,News Media,Center,https://www.allsides.com/news-source/prescott-times-media-bias,theprescotttimes.com
Press of Atlantic City,News Media,Center,https://www.allsides.com/news-source/press-atlantic-city-media-bias,pressofatlanticcity.com
Press-Enterprise,News Media,Center-Right,https://www.allsides.com/news-source/press-enterprise-media-bias,pe.com
Problem Solvers Caucus,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/problem-solvers-caucus-media-bias,problemsolverscaucus.house.gov
Providence Journal,News Media,Center,https://www.allsides.com/news-source/providence-journal-media-bias,providencejournal.com
Provincetown Independent,News Media,Center,https://www.allsides.com/news-source/provincetown-independent-media-bias,provincetownindependent.org
Reading Eagle,News Media,Center,https://www.allsides.com/news-source/reading-eagle-media-bias-0,readingeagle.com
Red and Black,News Media,Center,https://www.allsides.com/news-source/red-and-black,redandblack.com
Register-Guard,News Media,Center,https://www.allsides.com/news-source/register-guard-media-bias,registerguard.com
Reliable Bias,News Media,Center,https://www.allsides.com/news-source/reliable-bias,reliablebias.com/home
Reno Gazette-Journal,News Media,Center-Left,https://www.allsides.com/news-source/reno-gazette-journal-media-bias,rgj.com
Reporters Committee for Freedom of the Press,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/reporters-committee-freedom-press-media-bias,rcfp.org
Republic News,News Media,Center,https://www.allsides.com/news-source/republic-news-media-bias,therepublic.com
Republican,News Media,Center,https://www.allsides.com/news-source/republican,therepublicannews.com
Republican Journal,News Media,Center-Right,https://www.allsides.com/news-source/republican-journal-media-bias,waldo.villagesoup.com
Resurgent,News Media,Right,https://www.allsides.com/news-source/resurgent-media-bias,theresurgent.com
Richfield Reaper,News Media,Center,https://www.allsides.com/news-source/richfield-reaper-media-bias,richfieldreaper.com
Ripon Advance,News Media,Center-Right,https://www.allsides.com/news-source/ripon-advance-media-bias,riponadvance.com
Roanoke Times,News Media,Center,https://www.allsides.com/news-source/roanoke-times-media-bias,roanoke.com
Root,News Media,Center-Left,https://www.allsides.com/news-source/root,theroot.com
Sacramento Bee,News Media,Center-Left,https://www.allsides.com/news-source/sacramento-bee,sacbee.com
Salt Lake Tribune,News Media,Center-Left,https://www.allsides.com/news-source/salt-lake-tribune-media-bias,sltrib.com
San Francisco Standard,News Media,Center,https://www.allsides.com/news-source/san-francisco-standard-media-bias,sfstandard.com
Saturday Evening Post,News Media,Center,https://www.allsides.com/news-source/saturday-evening-post,saturdayeveningpost.com
Seattle Times,News Media,Center,https://www.allsides.com/news-source/seattle-times,seattletimes.com
Sierra Club,Think Tank / Policy Group,Center-Left,https://www.allsides.com/news-source/sierra-club,sierraclub.org/sierra
South African,News Media,Center,https://www.allsides.com/news-source/south-african-media-bias,thesouthafrican.com
Southern Maryland Chronicle,News Media,Center-Left,https://www.allsides.com/news-source/southern-maryland-chronicle-media-bias,southernmarylandchronicle.com
Spectator World,News Media,Right,https://www.allsides.com/news-source/spectator-world-media-bias,spectatorworld.com
State,News Media,Center,https://www.allsides.com/news-source/state-media-bias,thestate.com
State,News Media,Center-Right,https://www.allsides.com/news-source/state-media-bias-0,thestate.com
State,News Media,Center,https://www.allsides.com/news-source/state-media-bias-1,thestate.com
State Journal-Register,News Media,Center,https://www.allsides.com/news-source/state-journal-register-media-bias,sj-r.com
Steamboat Institute,Think Tank / Policy Group,Center-Right,https://www.allsides.com/news-source/steamboat-institute-media-bias,steamboatinstitute.org
Sun,News Media,Center,https://www.allsides.com/news-source/sun-media-bias,lowellsun.com
Sun News,News Media,Center,https://www.allsides.com/news-source/sun-news-media-bias,myrtlebeachonline.com
Telegraph - UK,News Media,Center-Right,https://www.allsides.com/news-source/telegraph-uk,telegraph.co.uk
Tennessean,News Media,Center,https://www.allsides.com/news-source/tennesseean-media-bias,tennessean.com
Texan,News Media,Center-Right,https://www.allsides.com/news-source/texan-media-bias,thetexan.news
Texas Observer,News Media,Center-Left,https://www.allsides.com/news-source/texas-observer-media-bias,texasobserver.org
Texas Tribune,News Media,Center-Left,https://www.allsides.com/news-source/texas-tribune-media-bias,texastribune.org
Thread,Reference,Center,https://www.allsides.com/news-source/thread-media-bias,thethreadweekly.com
Times,News Media,Center,https://www.allsides.com/news-source/times-media-bias,thetimes.co.uk
Times and Democrat,News Media,Center,https://www.allsides.com/news-source/times-and-democrat-media-bias,thetandd.com
Times Herald,News Media,Center,https://www.allsides.com/news-source/times-herald-media-bias-0,timesherald.com
Times of Israel,News Media,Center,https://www.allsides.com/news-source/times-israel,timesofisrael.com
Times of Northwest Indiana,News Media,Center,https://www.allsides.com/news-source/times-northwest-indiana-media-bias-0,nwitimes.com
Times of Northwest Indiana,News Media,Center,https://www.allsides.com/news-source/times-northwest-indiana-media-bias,nwitimes.com
Times-Independent,News Media,Center,https://www.allsides.com/news-source/times-independent-media-bias,moabtimes.com
Times-Picayune,News Media,Center,https://www.allsides.com/news-source/times-picayune,nola.com
TimesDaily,News Media,Center,https://www.allsides.com/news-source/timesdaily-media-bias,timesdaily.com
Topeka Capital-Journal,News Media,Center,https://www.allsides.com/news-source/topeka-capital-journal-media-bias-0,cjonline.com
Topeka Capital-Journal,News Media,Center,https://www.allsides.com/news-source/topeka-capital-journal-media-bias,cjonline.com
Trentonian,News Media,Center,https://www.allsides.com/news-source/trentonian-media-bias,trentonian.com
Triton,News Media,Center,https://www.allsides.com/news-source/triton-media-bias,triton.news
Verge,News Media,Center-Left,https://www.allsides.com/news-source/verge,theverge.com/politics
Village Square,Dialogue & Debate,Center,https://www.allsides.com/news-source/village-square,villagesquare.us
Vindicator,News Media,Center,https://www.allsides.com/news-source/vindicator-media-bias,vindy.com
Virginia Gazette,News Media,Center,https://www.allsides.com/news-source/virginia-gazette-media-bias,dailypress.com/virginiagazette
Virginian-Pilot,News Media,Center,https://www.allsides.com/news-source/virginian-pilot-media-bias,pilotonline.com
Walsh County Record,News Media,Center,https://www.allsides.com/news-source/walsh-county-record-media-bias,wcrecord.com
Washington Informer,News Media,Center-Left,https://www.allsides.com/news-source/washington-informer-media-bias,washingtoninformer.com
Washington Sun,News Media,Center,https://www.allsides.com/news-source/washington-sun-media-bias,thewashingtonsun.com
Week - News,News Media,Center-Left,https://www.allsides.com/news-source/the-week-bias,theweek.com
Week - Opinion,News Media,Center-Left,https://www.allsides.com/news-source/week-opinion-media-bias,theweek.com/section/opinion
Weekly Packet,News Media,Center,https://www.allsides.com/news-source/weekly-packet-media-bias,weeklypacket.com
Weekly Standard,News Media,Right,https://www.allsides.com/news-source/weekly-standard,weeklystandard.com
Weirton Daily Times,News Media,Center,https://www.allsides.com/news-source/weirton-daily-times-media-bias,weirtondailytimes.com
Westerly Sun,News Media,Center,https://www.allsides.com/news-source/westerly-sun-media-bias,thewesterlysun.com
Western Journal,News Media,Right,https://www.allsides.com/news-source/western-journalism,westernjournalism.com
Wichita Eagle,News Media,Center,https://www.allsides.com/news-source/wichita-eagle-media-bias,kansas.com
Winchester Star,News Media,Center,https://www.allsides.com/news-source/winchester-star-media-bias,winchesterstar.com
World Link,News Media,Center,https://www.allsides.com/news-source/world-link-media-bias,theworldlink.com
Wyoming Tribune Eagle,News Media,Center,https://www.allsides.com/news-source/wyoming-tribune-eagle-media-bias,wyomingnews.com
Young Turks,News Media,Left,https://www.allsides.com/news-source/young-turks-media-bias,tyt.com
TheGailyGrind,News Media,Left,https://www.allsides.com/news-source/thegailygrind-media-bias,thegailygrind.com
Them,News Media,Center-Left,https://www.allsides.com/news-source/them-media-bias,them.us
theSkimm,News Media,Center-Left,https://www.allsides.com/news-source/theskimm-media-bias,theskimm.com
ThinkProgress,News Media,Left,https://www.allsides.com/news-source/thinkprogress-bias,thinkprogress.org
This Week in Worcester,News Media,Center,https://www.allsides.com/news-source/week-worcester-media-bias,thisweekinworcester.com
THV11,News Media,Center,https://www.allsides.com/news-source/thv11-media-bias,thv11.com
Tiffin Ohio News,News Media,Center-Left,https://www.allsides.com/news-source/tiffin-ohio-news-media-bias,go.tiffinohio.net
Timber Lake Topic,News Media,Center,https://www.allsides.com/news-source/timber-lake-topic-media-bias,timberlakesouthdakota.com
Time Magazine,News Media,Center-Left,https://www.allsides.com/news-source/time-magazine-news-media-bias,time.com
Times Argus,News Media,Center,https://www.allsides.com/news-source/times-argus-media-bias,timesargus.com
Times Leader,News Media,Center,https://www.allsides.com/news-source/times-leader-media-bias,timesleader.com
Times Standard,News Media,Center,https://www.allsides.com/news-source/times-standard-media-bias,times-standard.com
Times Union,News Media,Center,https://www.allsides.com/news-source/times-union-media-bias,timesunion.com
Times-Georgian,News Media,Center,https://www.allsides.com/news-source/times-georgian-media-bias,times-georgian.com
Todays Chronic,News Media,Center-Left,https://www.allsides.com/news-source/todays-chronic-media-bias,todayschronic.com
Toronto Star,News Media,Center,https://www.allsides.com/news-source/toronto-star,thestar.com
Town Square Deleware,News Media,Center,https://www.allsides.com/news-source/town-square-deleware-media-bias,townsquaredelaware.com
Townhall,News Media,Right,https://www.allsides.com/news-source/townhall-bias,townhall.com
Trains.com,News Media,Center,https://www.allsides.com/news-source/trainscom-media-bias,trains.com
Trans Writes,News Media,Center-Left,https://www.allsides.com/news-source/trans-writes-media-bias,transwrites.world
Tri-City Herald,News Media,Center,https://www.allsides.com/news-source/tri-city-herald-media-bias,tri-cityherald.com
Truckers News,News Media,Center,https://www.allsides.com/news-source/truckers-news-media-bias,truckersnews.com
Truth or Fiction,Fact Check,Center-Left,https://www.allsides.com/news-source/truth-or-fiction,truthorfiction.com
Truthdig,News Media,Left,https://www.allsides.com/news-source/truthdig-media-bias,truthdig.com
TruthOut,News Media,Center-Left,https://www.allsides.com/news-source/truthout,truth-out.org
Tulsa World,News Media,Center,https://www.allsides.com/news-source/tulsa-world-media-bias,tulsaworld.com
Turning Point USA,Think Tank / Policy Group,Right,https://www.allsides.com/news-source/turning-point-usa-media-bias,tpusa.com
Tuscaloosa News,News Media,Center,https://www.allsides.com/news-source/tuscaloosa-news-media-bias,tuscaloosanews.com
Twin Cities PBS,News Media,Center,https://www.allsides.com/news-source/twin-cities-pbs-media-bias,tpt.org
Twin Cities Pioneer Press,News Media,Center,https://www.allsides.com/news-source/twin-cities-pioneer-press-media-bias,twincities.com
Twin City Times,News Media,Center,https://www.allsides.com/news-source/twin-city-times-media-bias,twincitytimes.com
Tyler Morning Telegraph,News Media,Center,https://www.allsides.com/news-source/tyler-morning-telegraph-media-bias,tylerpaper.com
U.S. News & World Report,News Media,Center-Left,https://www.allsides.com/news-source/us-news-and-world-report,usnews.com
UnHerd,News Media,Center,https://www.allsides.com/news-source/unherd-media-bias,unherd.com
United Methodist Insight,News Media,Left,https://www.allsides.com/news-source/united-methodist-insight-media-bias,um-insight.net
United Methodist News,News Media,Center-Left,https://www.allsides.com/news-source/united-methodist-news-media-bias,umnews.org/en
United Press International,News Media,Center,https://www.allsides.com/news-source/united-press-international-media-bias,upi.com
United States Courts,Reference,Center,https://www.allsides.com/news-source/united-states-courts,uscourts.gov
Univision,News Media,Center-Left,https://www.allsides.com/news-source/univision,univision.com
Up First,Podcast,Center,https://www.allsides.com/news-source/first-media-bias,npr.org/podcasts/510318/up-first
Up North News Wisconsin,News Media,Center-Left,https://www.allsides.com/news-source/north-news-wisconsin-media-bias,upnorthnewswi.com
Upper Michigans Source,News Media,Center,https://www.allsides.com/news-source/upper-michigans-source-media-bias,uppermichiganssource.com
Upward News,News Media,Center-Right,https://www.allsides.com/news-source/upward-news-media-bias,upward.news
Upworthy,News Media,Left,https://www.allsides.com/news-source/upworthy,upworthy.com
Urban Institute,Think Tank / Policy Group,Center-Left,https://www.allsides.com/news-source/urban-institute,urban.org/newsletters
USA TODAY,News Media,Center-Left,https://www.allsides.com/news-source/usa-today-media-bias,usatoday.com
USA TODAY Fact Check,Fact Check,Center-Left,https://www.allsides.com/news-source/usa-today-fact-check-media-bias,usatoday.com/news/factcheck
Valley News,News Media,Center,https://www.allsides.com/news-source/valley-news-0,vnews.com
Valley News Live,News Media,Center,https://www.allsides.com/news-source/valley-news-live-media-bias,valleynewslive.com
Vanderbilt Project on Unity and American Democracy,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/vanderbilt-project-unity-and-american-democracy-media-bias,vanderbilt.edu/unity
Vanity Fair,News Media,Center-Left,https://www.allsides.com/news-source/vanity-fair,vanityfair.com
Variety,News Media,Center-Left,https://www.allsides.com/news-source/variety-media-bias,variety.com
Vatican News,News Media,Center-Right,https://www.allsides.com/news-source/vatican-news-media-bias,vaticannews.va
Verify,Fact Check,Center,https://www.allsides.com/news-source/verify-media-bias,verifythis.com
Vermont Public,News Media,Center,https://www.allsides.com/news-source/vermont-public-media-bias,vermontpublic.org
Vermont Standard,News Media,Center,https://www.allsides.com/news-source/vermont-standard-media-bias,thevermontstandard.com
Vice,News Media,Left,https://www.allsides.com/news-source/vice-media-bias,vice.com/en
Virginia Business,News Media,Center,https://www.allsides.com/news-source/virginia-business-media-bias,virginiabusiness.com
Virginia Center for Investigative Journalism,News Media,Center-Left,https://www.allsides.com/news-source/virginia-center-investigative-journalism-media-bias,vcij.org
Virginia Mercury,News Media,Center,https://www.allsides.com/news-source/virginia-mercury-media-bias,virginiamercury.com
Virtue Online,News Media,Right,https://www.allsides.com/news-source/virtue-online-media-bias,virtueonline.org
Vogue,News Media,Left,https://www.allsides.com/news-source/vogue-media-bias,vogue.com
Voice of America (VOA,News Media,Center,https://www.allsides.com/news-source/voice-america,voanews.com
Volante,News Media,Center,https://www.allsides.com/news-source/volante,volanteonline.com
Vote Smart,Think Tank / Policy Group,Center,https://www.allsides.com/news-source/vote-smark,votesmart.org
Votebeat,News Media,Center,https://www.allsides.com/news-source/votebeat-media-bias,votebeat.org
Votebeat Arizona,News Media,Center,https://www.allsides.com/news-source/votebeat-arizona-media-bias,arizona.votebeat.org
Vox,News Media,Left,https://www.allsides.com/news-source/vox-news-media-bias,vox.com
Vox Conversations,Podcast,Center,https://www.allsides.com/news-source/vox-conversations-media-bias,vox.com/vox-conversations-podcast
VT Digger,News Media,Center,https://www.allsides.com/news-source/vt-digger,vtdigger.org
WABI 5,News Media,Center,https://www.allsides.com/news-source/wabi-5-media-bias,wabi.tv
Waco Tribune-Herald,News Media,Center,https://www.allsides.com/news-source/waco-tribune-herald-media-bias,wacotrib.com
WAFB 9,News Media,Center,https://www.allsides.com/news-source/wafb-9-media-bias,wafb.com
WAGM 8,News Media,Center,https://www.allsides.com/news-source/wagm-8-media-bias,wagmtv.com
Wake Up to Politics,News Media,Center,https://www.allsides.com/news-source/wake-politics-media-bias,wakeuptopolitics.com
Wall Street Journal (News,News Media,Center,https://www.allsides.com/news-source/wall-street-journal-media-bias,wsj.com
Wall Street Journal (Opinion,News Media,Center-Right,https://www.allsides.com/news-source/wall-street-journal-opinion,wsj.com/news/opinion
WANDTV,News Media,Center,https://www.allsides.com/news-source/wandtv-media-bias,wandtv.com
WANE 15,News Media,Center,https://www.allsides.com/news-source/wane-15-media-bias,wane.com
Washington Blade,News Media,Center-Left,https://www.allsides.com/news-source/washington-blade-media-bias,washingtonblade.com
Washington City Paper,News Media,Center,https://www.allsides.com/news-source/washington-city-paper-media-bias,washingtoncitypaper.com
Washington County Insider,News Media,Center,https://www.allsides.com/news-source/washington-county-insider-media-bias,washingtoncountyinsider.com
Washington Diplomat,News Media,Center,https://www.allsides.com/news-source/washington-diplomat-media-bias,washdiplomat.com
Washington Examiner,News Media,Center-Right,https://www.allsides.com/news-source/washington-examiner,washingtonexaminer.com
Washington Free Beacon,News Media,Right,https://www.allsides.com/news-source/washington-free-beacon,freebeacon.com
Washington Monthly,News Media,Center-Left,https://www.allsides.com/news-source/washington-monthly,washingtonmonthly.com
Washington Post,News Media,Center-Left,https://www.allsides.com/news-source/washington-post-media-bias,washingtonpost.com
Washington Post Fact Check,Fact Check,Center-Left,https://www.allsides.com/news-source/fact-checker-washington-post-media-bias,washingtonpost.com/news/fact-checker
Washington Times,News Media,Center-Right,https://www.allsides.com/news-source/washington-times-bias,washingtontimes.com
Watchdog.org,News Media,Center-Right,https://www.allsides.com/news-source/watchdogorg,thecentersquare.com
WATD,News Media,Center,https://www.allsides.com/news-source/watd-media-bias,959watd.com
Watertown Public Opinion,News Media,Center,https://www.allsides.com/news-source/watertown-public-opinion-media-bias,thepublicopinion.com
WBAL 11,News Media,Center,https://www.allsides.com/news-source/wbal-11-media-bias,wbaltv.com
